CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.2806544747799186,0,1,0.3341208170264861,1.4181873835517669,-0.8844930523278223,0.8353432321955935,1.0,1.0,-0.17910237436816265,0
0.8092597916613385,0,1,0.9098187546934254,1.4181873835517669,0.9646548518829565,0.8353432321955935,1.0,0.0,-0.1912480248852084,0
-1.3303331576205992,0,1,-0.3567167081738411,-0.007253133744559287,-0.8844930523278223,-1.027504345429805,1.0,0.0,0.8526288272269281,0
1.0861482909801774,2,0,-0.8172750583073926,-0.7199733923927223,0.0398232490981961,0.8353432321955935,1.0,1.0,-0.10212213110681255,0
0.23031111126740242,0,1,-1.1626938209075561,-1.0763335217168037,-0.8844930523278223,0.8353432321955935,1.0,0.0,0.4289852967067812,0
-1.519120770792535,0,0,-0.9324146458407804,1.0618272542276852,-0.8844930523278223,-1.027504345429805,1.0,0.0,1.179975993881886,1
-0.4115667735171789,0,0,-0.7021354707740046,-0.007253133744559287,-0.8844930523278223,0.8353432321955935,1.0,1.0,-0.23016311191770716,0
0.7463305872706932,0,0,-0.3567167081738411,-0.007253133744559287,-0.8844930523278223,0.8353432321955935,1.0,1.0,1.4979804902485963,0
-0.8646570451298246,2,0,-0.011297945573677503,0.7054671249036037,-0.8844930523278223,-1.027504345429805,1.0,0.0,-1.1312784603656065,0
-0.14726411507646894,1,0,0.4492604045598739,0.7054671249036037,1.3783864153112537,0.8353432321955935,1.0,0.0,-0.2909982527562282,0
1.8790562663023074,2,0,-1.5081125835077196,-1.4326936510408854,-0.8844930523278223,0.8353432321955935,1.0,0.0,0.28269508735470594,0
0.9980474048332741,1,1,0.9098187546934254,1.0618272542276852,1.152492739577657,-1.027504345429805,1.0,1.0,0.5355280043610522,1
0.2806544747799186,1,0,0.4492604045598739,0.34910699557952224,0.34038594462601496,-1.027504345429805,1.0,1.0,-0.688569409448129,0
-1.305161475864341,2,0,0.7946791671600375,0.34910699557952224,0.5976238717617254,0.8353432321955935,0.0,1.0,1.4979773054961705,0
-0.27312252385775937,2,1,0.10384164195971035,-1.4326936510408854,1.248750745869749,-1.027504345429805,1.0,1.0,0.021867645571378658,1
-0.3108800464921465,1,0,0.4492604045598739,-0.36361326306864084,1.0263165855817922,0.8353432321955935,1.0,1.0,1.6604480476418122,1
0.5575429740987576,0,0,-1.1626938209075561,1.7745475128758483,-0.8844930523278223,0.8353432321955935,1.0,0.0,-0.5007717245889158,0
1.2623500632739841,2,1,-0.3567167081738411,1.7745475128758483,-0.8844930523278223,-1.027504345429805,0.0,1.0,0.17354526174582668,0
0.7085730646363061,0,1,0.9098187546934254,-0.36361326306864084,-0.8844930523278223,0.8353432321955935,1.0,1.0,0.20704885726573238,0
0.8344314734175966,0,1,0.10384164195971035,-0.36361326306864084,1.054865814300934,-1.027504345429805,0.0,1.0,-0.4123225907010124,0
-1.4310198846456315,0,0,-0.011297945573677503,-0.7199733923927223,-0.8844930523278223,0.8353432321955935,1.0,1.0,0.6023839196606359,0
-0.26053668297963034,2,1,-1.0475542333741683,-1.4326936510408854,-0.8844930523278223,-1.027504345429805,1.0,0.0,-1.3818718992755026,0
-1.5065349299144057,1,0,0.21898122949309823,1.0618272542276852,1.16824265565742,-1.027504345429805,0.0,0.0,-1.2729507787002043,0
-1.4939490890362768,2,1,-1.0475542333741683,0.7054671249036037,-0.8844930523278223,0.8353432321955935,1.0,0.0,-1.257920140579395,0
-0.6381119093235017,0,0,0.9098187546934254,-0.36361326306864084,-0.8844930523278223,-1.027504345429805,1.0,0.0,-0.8292240003356421,1
-0.3612234100046627,0,1,-0.24157712064045322,1.0618272542276852,0.539091643400916,-1.027504345429805,1.0,0.0,1.2185077163411235,0
-1.003101294789244,1,0,-0.8172750583073926,0.7054671249036037,0.4364433252186094,0.8353432321955935,1.0,0.0,-1.0160387909774287,0
1.212006699761468,0,1,-1.6232521710411076,-0.36361326306864084,-0.8844930523278223,0.8353432321955935,1.0,0.0,-0.47236452913847093,0
-0.1346782741983399,0,1,0.6795395796266497,0.7054671249036037,-0.8844930523278223,0.8353432321955935,0.0,1.0,1.33115161345521,0
0.670815542001919,2,0,3.2126105053611824,0.34910699557952224,-0.8844930523278223,0.8353432321955935,1.0,1.0,-0.560084553767882,0
-0.27312252385775937,0,1,-0.8172750583073926,-0.007253133744559287,1.5258951829963152,0.8353432321955935,0.0,0.0,1.0335321202252636,0
-0.5500110231765983,0,1,-1.1626938209075561,-0.36361326306864084,-0.8844930523278223,0.8353432321955935,1.0,0.0,0.5820136460038416,0
2.319560697036824,0,1,-0.12643753310706538,-0.7199733923927223,1.380277504209625,-1.027504345429805,1.0,1.0,-0.17890691018802618,0
